,Vx_alpha,Vx_beta,Vx_gamma,Vy_alpha,Vy_beta,Vy_gamma,Vz_alpha,Vz_beta,Vz_gamma,stationarity,noise_type
399,0.25240514,0.81187683,0.08799253,-0.7367,0.25816876,-0.019552339,-0.046178862,-0.06632547,0.69234115,1,1
400,-0.39049295,0.073853604,0.006707595,-0.08120183,-0.36507663,-0.041230623,-0.006987581,-0.023843586,0.3201913,0,2
401,-0.2850951,-0.12933421,0.008661156,0.1310987,-0.44769192,-0.029339328,0.025861785,-0.030445013,0.34753275,1,2
402,-0.38030177,0.7850586,0.07915647,-0.78722036,-0.31168208,0.0054165614,0.030817732,-0.06594482,0.7467513,0,0
403,0.44618878,-0.3602555,-0.0026245129,0.48866892,0.4626913,0.058827303,-0.03735119,-0.031855382,0.50829643,1,0
404,-0.55412626,0.6325282,0.08139159,-0.63968563,-0.48505136,-0.023368504,0.022770964,-0.07552585,0.676803,0,1
405,0.409597,-0.12080902,-0.0076572094,0.22615956,0.47077987,0.03932502,-0.01038084,-0.02400253,0.32662976,1,1
406,-0.39102072,0.081943326,0.022574384,-0.09287073,-0.38114038,-0.013016557,0.007214083,-0.025611531,0.349917,0,2
407,-0.2604103,-0.11367882,0.016308777,0.11043143,-0.4384964,-0.024091782,0.022009313,-0.040167633,0.3320324,1,2
408,-0.22886369,0.8226947,0.10191439,-0.83779794,-0.13131487,0.002641944,0.012590388,-0.09494385,0.7285408,0,0
409,0.6535796,0.14297263,0.025570618,-0.079481415,0.6748595,0.028969433,-0.028814582,-0.030172309,0.51928556,1,0
410,-0.31971192,0.8326957,0.09799482,-0.837112,-0.24918629,0.0029573184,0.02794567,-0.08989995,0.7838584,0,1
411,0.7158441,0.23804988,0.035972543,-0.20096138,0.7333508,0.045918945,-0.02231926,-0.035741143,0.6193584,1,1
412,-0.556927,-0.5427679,0.025901299,0.53026783,-0.6347123,-0.079379104,0.07823711,-0.05355469,0.73533744,0,2
413,-0.32798848,-0.7034975,-0.038344137,0.7044209,-0.45903817,-0.05394525,0.023328623,-0.04672334,0.7472461,1,2
414,-0.32493863,0.801945,0.10354719,-0.79968125,-0.24570447,-0.00727403,0.019137,-0.095101126,0.73016775,0,0
415,0.64414096,0.04244983,-0.022249741,-0.112297565,0.6942186,0.06952234,0.026071005,-0.05378721,0.5358733,1,0
416,-0.3904057,0.81037676,0.11139571,-0.81703764,-0.33526784,-0.0055178436,0.033680756,-0.09942098,0.79963,0,1
417,0.7176005,0.13436212,-0.011593129,-0.19634776,0.7460039,0.07220883,0.019778594,-0.05645641,0.6268405,1,1
418,-0.5227193,-0.064972885,0.021223051,0.059616838,-0.55649394,-0.03158944,0.027843412,-0.03360067,0.4669182,0,2
419,-0.38673827,-0.25786185,-0.025404222,0.269661,-0.5812733,-0.05936921,-0.003374675,-0.046368867,0.47809815,1,2
420,-0.36493644,0.79224175,0.10894268,-0.78780633,-0.28791422,-0.026676076,0.008964974,-0.110964835,0.7376371,0,0
421,0.41494423,0.5472973,0.023316571,-0.6430052,0.42725208,0.045764353,0.010090307,-0.042178854,0.5732763,1,0
422,-0.42388228,0.7942039,0.10400607,-0.80624455,-0.36635497,-0.016035965,0.025770444,-0.09891425,0.8034297,0,1
423,0.41917044,0.6501536,0.015418804,-0.70685035,0.4321445,0.038009703,0.019110719,-0.034716967,0.67346746,1,1
424,-0.06919674,0.02840986,0.017241718,-0.037288368,-0.03952651,0.031802014,0.00929895,-0.0066118967,0.13973147,0,2
425,-0.006358498,-0.06174929,0.0070279757,0.068277605,-0.13605139,-0.034409396,0.025415115,-0.022386845,0.22203246,1,2
426,-0.15537894,0.83199245,0.09794249,-0.83624667,-0.05540902,0.018438809,0.016784605,-0.08492622,0.7112924,0,0
427,0.042931784,0.73085856,0.058086596,-0.8354766,0.10701699,0.039012432,0.021354867,-0.05466581,0.6303616,1,0
428,-0.26175833,0.84976935,0.10995674,-0.8558716,-0.1895103,0.0010726204,0.020985084,-0.10170801,0.78435636,0,1
429,-0.03042551,0.80660874,0.05282098,-0.88324004,0.02547566,0.02687672,0.019258585,-0.04786208,0.7259346,1,1
430,0.067026615,-0.049121905,-0.009356016,0.030895544,-0.027369695,0.0037801897,-0.024716215,0.006005638,0.15228666,0,2
431,0.153264,-0.08648325,-0.018014217,0.097533196,-0.0540807,-0.019515453,-0.011655609,-0.019723095,0.25574833,1,2
432,-0.1905486,0.83614,0.08695569,-0.8351297,-0.10709095,0.043344896,0.049670644,-0.07406921,0.7256324,0,0
433,0.6459857,0.20491923,0.015435038,-0.1409499,0.65869707,0.049398776,-0.006692473,-0.031145265,0.51649576,1,0
434,-0.29751736,0.8454124,0.09810076,-0.8438023,-0.22279018,-0.0040122992,0.020761507,-0.091581725,0.78566664,0,1
435,0.68078613,0.33178884,0.035113942,-0.29319045,0.7058266,0.027390968,-0.023832655,-0.03192366,0.62205046,1,1
436,-0.551246,-0.56101733,0.020729883,0.5539872,-0.6227298,-0.07192763,0.06317315,-0.035548814,0.7447831,0,2
437,-0.3189282,-0.7099777,0.00808411,0.7062879,-0.45697698,-0.06440238,0.06839676,-0.036748312,0.74741274,1,2
438,-0.2510895,0.81257695,0.09820016,-0.8226364,-0.15284407,0.016709039,0.030362584,-0.08703588,0.71396774,0,0
439,0.6014876,0.29537025,-0.010788155,-0.3414587,0.63371426,0.06692452,0.021880746,-0.040269747,0.5335529,1,0
440,-0.3345862,0.8301989,0.10749756,-0.8343871,-0.27105653,0.016050428,0.046561692,-0.092972584,0.7903243,0,1
441,0.624444,0.4160873,0.0064381417,-0.45542353,0.6493709,0.049439657,0.0139180785,-0.03237562,0.6347859,1,1
442,-0.3959935,0.08228046,0.03373752,-0.07340634,-0.3506175,-0.022804597,0.011501477,-0.028407358,0.31472048,0,2
443,-0.2734939,-0.13677368,0.0006676143,0.11573202,-0.4514081,-0.031155467,0.01343969,-0.031965796,0.3521698,1,2
444,-0.17972305,0.8353051,0.09031848,-0.833882,-0.08149607,0.015629552,0.02226432,-0.082311936,0.71834636,0,0
445,-0.20586686,0.7860221,0.059507646,-0.82099986,-0.06347128,0.012443169,0.013380697,-0.051656716,0.6697969,1,0
446,-0.28646022,0.8457415,0.09729107,-0.8480202,-0.21457833,0.0055239643,0.02647848,-0.08789879,0.78528553,0,1
447,-0.2612686,0.8321349,0.091693565,-0.84405637,-0.16250813,0.013671288,0.027096532,-0.07994832,0.7549968,1,1
448,-0.07710596,0.020603444,0.013395734,-0.03200152,-0.0708781,-0.008858988,0.012769148,-0.020660765,0.13850324,0,2
449,-0.011480562,-0.08055066,0.028512556,0.060302265,-0.15451358,-0.026172495,0.02550718,-0.006501649,0.22297202,1,2
450,-0.4561504,0.750381,0.097764455,-0.7558153,-0.39654347,-0.020460676,0.02467784,-0.09340647,0.75867003,0,0
451,0.63505244,0.0676007,0.04685763,0.05991867,0.68123937,0.06512697,-0.045619197,-0.043395404,0.5195975,1,0
452,-0.4912929,0.7669149,0.08673392,-0.7722385,-0.4436053,-0.02870065,0.016488247,-0.08646473,0.81885856,0,1
453,0.727074,0.07202059,0.030321872,0.006593346,0.76264983,0.05388791,-0.030083017,-0.03945592,0.6201401,1,1
454,0.012807508,0.017895285,0.011616064,0.01430471,-0.019814363,0.0022092878,0.015943315,-0.008708577,0.13904865,0,2
455,0.048526157,-0.092262864,0.017899549,0.089403145,-0.107042804,-0.013808505,0.013916799,-0.015000195,0.2329795,1,2
456,-0.23082972,0.8245354,0.08231569,-0.82557476,-0.13692063,0.0169591,0.029659204,-0.07050328,0.71958023,0,0
457,-0.14799382,0.75047255,0.044107396,-0.85353535,-0.055087756,0.013132069,0.009870546,-0.03727253,0.664728,1,0
458,-0.31842387,0.8377785,0.09635407,-0.8451724,-0.25384337,0.012685484,0.036645014,-0.08372855,0.79632443,0,1
459,-0.20103975,0.8074655,0.07913837,-0.8758892,-0.12897395,-0.0008255394,0.00851715,-0.07144447,0.74489456,1,1
460,-0.2738536,0.10363865,0.03532287,-0.107225604,-0.24028789,-0.021944048,0.032929022,-0.032828588,0.25504068,0,2
461,-0.1901005,-0.06384165,-0.005795748,0.08257244,-0.354538,-0.056016292,0.014325697,-0.057310842,0.2954861,1,2
462,-0.35996294,0.7922073,0.0928725,-0.7922604,-0.27981642,0.00083774835,0.030626614,-0.08471547,0.736143,0,0
463,0.35326418,-0.4264391,-0.027717747,0.56080556,0.358042,0.035830628,-0.017707467,-0.03545694,0.4844017,1,0
464,-0.41298342,0.80416787,0.1062407,-0.80387455,-0.35542402,-0.0069181463,0.034512278,-0.09920763,0.8000085,0,1
465,0.47475925,-0.46063706,-0.027578665,0.55112004,0.49322054,0.041085474,-0.012015845,-0.027462775,0.5830616,1,1
466,-0.5258225,-0.058816563,0.025211606,0.07037247,-0.5627106,-0.03399666,0.021833718,-0.019453615,0.47344542,0,2
467,-0.38614017,-0.2819068,0.0011240483,0.27876598,-0.5759942,-0.040589724,0.008051299,-0.04302666,0.4871162,1,2
468,-0.10978676,0.83314604,0.08503461,-0.8429748,-0.0071409713,0.019330716,0.018762758,-0.07706507,0.71001583,0,0
469,-0.09866095,-0.6133722,-0.06563693,0.496496,-0.13151653,-0.01925384,0.003990246,-0.049524546,0.43519753,1,0
470,-0.22429566,0.8583384,0.10913999,-0.861121,-0.1483588,0.011550936,0.024047881,-0.099268526,0.7784931,0,1
471,0.058130354,-0.6940257,-0.09596967,0.62370074,0.043805078,-0.016657721,0.02636563,-0.069717765,0.5162166,1,1
472,-0.39097965,0.08604775,0.015600283,-0.07688469,-0.37077737,-0.027336672,0.0028087161,-0.032897096,0.30941767,0,2
473,-0.28594586,-0.1193853,-0.029405829,0.11858266,-0.44737086,-0.04579532,-0.0044385702,-0.046392262,0.340826,1,2
474,-0.4476537,0.7491387,0.071047746,-0.7562647,-0.3847061,0.012854908,0.04176308,-0.05347942,0.7471387,0,0
475,0.5910495,0.28185713,0.013301572,-0.39180836,0.6138821,0.07108829,-0.005809481,-0.05508588,0.54023093,1,0
476,-0.48740983,0.7690571,0.085554615,-0.77388346,-0.4379599,-0.0044701374,0.034923658,-0.07613476,0.81730175,0,1
477,0.64991415,0.36783823,3.718281e-05,-0.43719298,0.6722442,0.043168314,0.019544547,-0.031318054,0.6497736,1,1
478,-0.60106266,-0.42207417,0.026994158,0.42157537,-0.64812946,-0.06661827,0.056001026,-0.043201655,0.68065816,0,2
479,-0.36624202,-0.61529285,-0.009738447,0.610945,-0.5218299,-0.05899401,0.039917935,-0.050415587,0.6842337,1,2
480,-0.447584,0.75391483,0.0927352,-0.7555663,-0.3890093,0.0016783018,0.038120557,-0.08044095,0.7531851,0,0
481,0.3834986,0.5486224,0.04112734,-0.66363966,0.39762512,0.064817004,0.0042003053,-0.06464779,0.55740565,1,0
482,-0.5052422,0.71602196,0.09313566,-0.7232278,-0.43406233,-0.016531691,0.033989955,-0.08770484,0.74407154,0,1
483,0.33503896,0.6025953,0.03758198,-0.6809003,0.33818576,0.052271046,0.01283789,-0.050548468,0.55609,1,1
484,-0.069515854,0.020088976,0.013329809,-0.035887424,-0.061514325,0.013507468,-0.00028435088,-0.004452315,0.13463338,0,2
485,-0.00591397,-0.044318955,-0.0017891035,0.06548953,-0.15354513,-0.01067751,-0.014360119,0.010308398,0.21307755,1,2
486,-0.2636728,0.81751066,0.09670748,-0.8177015,-0.17734632,0.026509305,0.042563837,-0.085908696,0.72227025,0,0
487,-0.28350037,0.81330055,0.074688405,-0.75797606,-0.1469553,0.0015742421,0.010333083,-0.06562811,0.67002404,1,0
488,-0.345908,0.8228211,0.10300476,-0.8324623,-0.2808076,0.0002843503,0.031951837,-0.09532781,0.78902847,0,1
489,-0.32290742,0.83656996,0.077617645,-0.81054485,-0.22579487,-0.0034309514,0.017371956,-0.07016628,0.75974214,1,1
490,-0.06801839,0.04422304,0.011928766,-0.035657175,-0.064283855,-0.0015970126,0.0017686988,0.002491994,0.14140312,0,2
491,-0.0012173076,-0.05132926,0.012575841,0.024313947,-0.15231238,-0.008472295,0.015047525,-0.0027611384,0.20042881,1,2
492,-0.50420314,0.7161266,0.09688346,-0.72290236,-0.4606835,-0.018677121,0.033241145,-0.09103913,0.761561,0,0
493,0.48151955,-0.4204557,-0.07160706,0.24209867,0.56691164,0.023343984,0.04447936,-0.049145542,0.48103675,1,0
494,-0.52923346,0.73976886,0.10620545,-0.7488423,-0.493853,-0.021599248,0.037736364,-0.09956272,0.8241215,0,1
495,0.57475024,-0.44378263,-0.06649442,0.32449275,0.63868755,0.056445796,0.018380294,-0.061628588,0.5988589,1,1
496,-0.5874341,-0.48804784,0.026018731,0.49047258,-0.6524765,-0.073469,0.05942422,-0.04957346,0.7231883,0,2
497,-0.34779668,-0.6511764,0.01702887,0.65985626,-0.49943736,-0.048544396,0.05573549,-0.020443909,0.7148141,1,2
498,-0.45057565,0.7531497,0.10429598,-0.7546141,-0.38446042,-0.017506663,0.030449942,-0.10042846,0.7516853,0,0
499,0.24193554,0.6429343,0.048965085,-0.76021844,0.2561038,0.03627684,0.008964871,-0.05413399,0.5870557,1,0
500,-0.48265624,0.7716529,0.09052213,-0.7743422,-0.4371515,-0.0054112286,0.036663666,-0.078068316,0.816999,0,1
501,0.26721194,0.7229506,0.053777765,-0.80559933,0.26966414,0.02948158,0.0021381252,-0.054931108,0.683174,1,1
502,-0.47489402,0.012389452,0.0232712,-0.014456489,-0.47420976,-0.021694332,0.019912638,-0.025960784,0.39592466,0,2
503,-0.35033277,-0.20362684,0.0008582345,0.21075241,-0.53125924,-0.03272918,0.026303826,-0.043530926,0.4239911,1,2
504,-0.13907865,0.8354074,0.09275695,-0.8426308,-0.039905354,0.039422162,0.03973955,-0.081608295,0.7178936,0,0
505,0.662965,0.074492894,0.02873716,-0.022865573,0.6707266,0.05095459,-0.02965317,-0.029839326,0.5147821,1,0
506,-0.25033295,0.85102844,0.09903788,-0.8603012,-0.1804926,0.011436603,0.028175278,-0.08952725,0.78396803,0,1
507,0.71132094,0.20481685,0.021398775,-0.19407442,0.73074925,0.0428005,-0.024449307,-0.04090945,0.6060144,1,1
508,0.0058321627,-0.011021608,0.004563122,0.0034090588,-0.0451699,0.007348997,0.011478303,-0.02127347,0.13277525,0,2
509,0.06614157,-0.08858531,-0.005277627,0.07555493,-0.08987654,-0.007122881,0.0069272635,-0.03268156,0.2087273,1,2
510,-0.49541292,0.7231923,0.098990016,-0.732267,-0.44506824,-0.013741572,0.03571021,-0.091050856,0.76115495,0,0
511,0.58458656,0.27504212,-0.010390261,-0.4002378,0.61872864,0.05121516,0.026197411,-0.03461299,0.535901,1,0
512,-0.5207688,0.75328666,0.087572075,-0.75593346,-0.48171395,-0.0153618315,0.031436346,-0.082222424,0.8297995,0,1
513,0.6461675,0.35243794,0.0049363757,-0.43636647,0.68092257,0.052269854,0.0090956995,-0.036969397,0.6471642,1,1
514,0.019029804,-0.020590054,0.02418272,0.0064279796,-0.04716583,-0.009863593,0.014865704,-0.034712132,0.14803572,0,2
515,0.072533175,-0.0892718,0.0012563658,0.08141332,-0.107044026,-0.015125321,0.009822861,-0.010183785,0.23121844,1,2
516,-0.37479812,0.7799179,0.09584627,-0.7931729,-0.29568392,-0.012387703,0.017575078,-0.090203695,0.7372366,0,0
517,-0.18259718,0.7280553,0.049235377,-0.84908974,-0.13443166,0.020361748,0.021808073,-0.04421794,0.66004205,1,0
518,-0.42957437,0.7983029,0.09614077,-0.8003587,-0.3752863,-0.004142927,0.036860403,-0.087870546,0.8083286,0,1
519,-0.19391678,0.7910067,0.07808555,-0.8799856,-0.15453173,-0.0017714766,0.0070010293,-0.074238464,0.742016,1,1
520,-0.057036184,0.0383359,0.007831495,-0.049214777,-0.02919832,0.010661428,-0.027315946,-0.014458859,0.13518754,0,2
521,-0.019871937,-0.0674053,-0.00030536175,0.0566746,-0.1723104,-0.0058540176,0.023342023,-0.01975052,0.19909349,1,2
522,-0.49963272,0.7202288,0.10893307,-0.721899,-0.4572604,-0.03545617,0.026179675,-0.11050008,0.7582482,0,0
523,0.48145807,0.57643694,0.060559355,-0.456848,0.50393873,0.024676856,-0.026613025,-0.044257734,0.55928403,1,0
524,-0.52607924,0.74981093,0.102381736,-0.7497078,-0.49512672,-0.010731742,0.0444852,-0.09047971,0.8325973,0,1
525,0.5426676,0.6095077,0.048760507,-0.53439736,0.5586408,0.039991777,-0.011660024,-0.058785073,0.6745258,1,1
526,-0.059498794,0.024681643,0.006707714,-0.023198202,-0.054749217,-0.0069249757,0.027003879,2.0530224e-05,0.15403838,0,2
527,0.004117613,-0.06824183,9.822751e-05,0.06981035,-0.16813026,-0.00977505,0.00723222,-0.017180078,0.22180562,1,2
528,-0.10936241,0.83609086,0.083974585,-0.8339992,-0.0048558735,0.033482794,0.026940007,-0.07314581,0.7055127,0,0
529,0.5813469,-0.2800785,0.006567712,0.31054544,0.5599921,0.041558243,-0.026583133,-0.00019688226,0.5064945,1,0
530,-0.22871146,0.8627539,0.094893724,-0.8596992,-0.15575641,0.013947941,0.030946303,-0.08546715,0.78360295,0,1
531,0.6937718,-0.17338389,0.011008654,0.21408977,0.68850094,0.03276227,-0.03394172,-0.008786344,0.57229525,1,1
532,0.066468,-0.046463538,-0.02410343,0.0731131,-0.042712763,0.0017667962,-0.018212467,-0.010806431,0.1712393,0,2
533,0.16860047,-0.073060386,-0.0026090203,0.077182226,-0.06776999,0.016646108,-0.013995563,-0.043258484,0.25610986,1,2
534,-0.3347417,0.8026549,0.088321544,-0.80079347,-0.25264457,0.0047400515,0.026592528,-0.077120654,0.736,0,0
535,0.34275088,-0.42506525,0.001802744,0.5604098,0.3586592,0.042931378,-0.040547945,-0.019023733,0.48859704,1,0
536,-0.39665732,0.8116305,0.09818485,-0.81355387,-0.33777907,0.0008362654,0.03744369,-0.087406814,0.80241185,0,1
537,0.48546726,-0.45374885,0.003780337,0.54357266,0.50113773,0.045318227,-0.021924706,-0.013892409,0.5786512,1,1
538,-0.5708944,-0.4900145,-0.0005406819,0.48612213,-0.6429309,-0.079827204,0.04491907,-0.06338743,0.70565236,0,2
539,-0.35566753,-0.6562206,-0.03604665,0.6527974,-0.49888498,-0.06892019,0.030222716,-0.056142755,0.7150943,1,2
540,-0.4543764,0.748961,0.09245126,-0.75548977,-0.39169103,-0.006860946,0.035170175,-0.08409469,0.75366974,0,0
541,0.12465847,0.69135565,0.040089753,-0.8164211,0.121996835,0.037150074,0.0153892925,-0.044039275,0.6133762,1,0
542,-0.49429825,0.76707375,0.10455184,-0.7710304,-0.45050216,-0.015703332,0.03724161,-0.0958084,0.82275933,0,1
543,0.14700815,0.7681486,0.038646054,-0.8545175,0.15234642,0.037246715,0.018208671,-0.04576358,0.7045992,1,1
544,-0.47435203,-0.008664904,0.012682179,-0.032301076,-0.48899293,-0.053937357,0.0030557606,-0.038804453,0.40475625,0,2
545,-0.34493923,-0.17774971,0.00044345667,0.18261138,-0.5161795,-0.04174264,0.019511718,-0.047965653,0.41427365,1,2
546,-0.14850257,0.8336675,0.07923223,-0.83774346,-0.04405753,0.040331982,0.0428914,-0.07082167,0.71192443,0,0
547,0.52636284,0.5267642,0.052252468,-0.49011678,0.53421515,0.03883719,-0.014149183,-0.056842495,0.578388,1,0
548,-0.2587375,0.8549687,0.093927726,-0.8606746,-0.18947548,0.017025553,0.033468336,-0.083793215,0.79272234,0,1
549,0.49305165,0.63302004,0.043919288,-0.61183727,0.50319046,0.02650087,-0.0131402835,-0.04726772,0.6630875,1,1
550,-0.5988319,-0.23340641,0.023576178,0.23311912,-0.65185577,-0.060867492,0.043369073,-0.06449597,0.5896152,0,2
551,-0.4068608,-0.44610855,-0.015035323,0.444119,-0.5759976,-0.05848389,0.030343493,-0.033394348,0.5850374,1,2
552,-0.16441433,0.8377091,0.081641816,-0.84033096,-0.06834261,0.02044835,0.02265471,-0.0734372,0.7228915,0,0
553,0.43204027,-0.4837466,-0.069012366,0.4142283,0.39982063,0.019492513,0.01398942,-0.051015694,0.4856039,1,0
554,-0.27316815,0.8497798,0.097217746,-0.8556802,-0.20164564,0.0060336133,0.028129725,-0.0877063,0.7888676,0,1
555,0.5790198,-0.42873427,-0.064890705,0.3868759,0.5621,-0.009885243,0.04513349,-0.030347317,0.572503,1,1
556,-0.59704924,-0.42744726,0.0012393619,0.41354212,-0.67010134,-0.060797375,0.03320096,-0.03981208,0.6861015,0,2
557,-0.36797744,-0.6020547,-0.024161667,0.5941877,-0.53456426,-0.07054929,0.035287265,-0.060732014,0.67886686,1,2
558,-0.39917397,0.77318263,0.089069605,-0.77799994,-0.3256395,-0.001994582,0.02858336,-0.08116694,0.7405469,0,0
559,0.5613423,-0.2020799,-0.00061092665,0.31139767,0.59571964,0.03216445,-0.012881285,-0.025627982,0.5040995,1,0
560,-0.4432524,0.7923815,0.09868754,-0.7936711,-0.39707252,0.0056909584,0.04676869,-0.0842241,0.8125425,0,1
561,0.67888206,-0.18720919,0.009173485,0.26967892,0.7023711,0.052165043,-0.030340929,-0.03404813,0.6079043,1,1
562,-0.5482781,-0.54877305,-0.0022531075,0.5509378,-0.6225676,-0.06331253,0.040074658,-0.046904765,0.74200714,0,2
563,-0.33519572,-0.69253016,-0.027186366,0.69877756,-0.46961194,-0.061134785,0.036720794,-0.043092072,0.7381421,1,2
564,-0.16629496,0.83310187,0.08038554,-0.83951306,-0.066275574,0.037928406,0.04413948,-0.07048764,0.716359,0,0
565,0.55935866,-0.33285975,-0.063466884,0.28347948,0.5253983,0.02270865,0.026133277,-0.044384815,0.4840507,1,0
566,-0.27469677,0.84794515,0.10466415,-0.85566556,-0.20458235,0.0003536749,0.023120247,-0.0988317,0.7889844,0,1
567,0.68687344,-0.24666362,-0.06327836,0.21279506,0.66687727,0.017169688,0.044295978,-0.023707248,0.57731694,1,1
568,-0.5912278,-0.43241248,0.0073939613,0.4248022,-0.66261834,-0.071990706,0.05549654,-0.046587348,0.6862737,0,2
569,-0.3770981,-0.5978107,-0.0137163205,0.5838604,-0.53951603,-0.04542376,0.028836127,-0.03235835,0.67414325,1,2
570,-0.49223244,0.7225679,0.09899407,-0.72762984,-0.4442316,-0.017738992,0.032721553,-0.09288527,0.75415176,0,0
571,-0.20054993,0.69942653,0.042455997,-0.8489458,-0.20199595,0.014816563,0.016440716,-0.038854744,0.6580945,1,0
572,-0.5177173,0.751026,0.1013066,-0.7530945,-0.4785251,-0.019175693,0.0365196,-0.09484833,0.8222552,0,1
573,-0.1974298,0.78320825,0.07375187,-0.8834956,-0.18547176,0.011556302,0.016297253,-0.070215434,0.7468888,1,1
574,-0.38547945,0.06519629,0.022803782,-0.07931008,-0.3748959,-0.02635657,0.024241392,-0.021415794,0.32987747,0,2
575,-0.27534968,-0.12581602,-0.0032026635,0.120129965,-0.44158798,-0.025490317,0.013511493,-0.021912597,0.35216206,1,2
576,-0.4719869,0.74029434,0.104713365,-0.73847014,-0.41065487,-0.032502364,0.02163126,-0.108955614,0.7485363,0,0
577,0.5609404,0.32577807,-0.016961403,-0.45221713,0.59789056,0.05545181,0.033438787,-0.030077048,0.5456531,1,0
578,-0.50512326,0.7603882,0.09256023,-0.76303816,-0.45586324,-0.008311044,0.03814671,-0.08311078,0.8196808,0,1
579,0.631796,0.4063936,-0.009691974,-0.4705273,0.6444694,0.057547726,0.030566068,-0.03935305,0.6493273,1,1
580,-0.27342662,0.09533513,0.02927179,-0.10514835,-0.2484444,-0.018935455,0.007473626,-0.028693074,0.25730637,0,2
581,-0.1975869,-0.0714643,-0.0025232593,0.06622098,-0.36480862,-0.01904559,-0.008714558,-0.021263072,0.2788974,1,2
582,-0.31809607,0.8025069,0.08112885,-0.8091236,-0.23417051,-0.011141131,0.011205215,-0.075996295,0.7312272,0,0
583,0.6025593,0.3411507,0.04814646,-0.2691723,0.6354644,0.01895884,-0.041884888,-0.022892695,0.53680646,1,0
584,-0.46072745,0.71412957,0.077105716,-0.71628743,-0.3618144,0.011626364,0.04199758,-0.05632053,0.6803394,0,1
585,0.46015656,0.42597085,0.035711106,-0.3648824,0.50434196,0.035166122,-0.012078932,-0.044824257,0.42796192,1,1
586,-0.5958573,-0.23822764,0.029923359,0.2377031,-0.6681736,-0.043229725,0.0474279,-0.04322912,0.58897305,0,2
587,-0.4052518,-0.44799972,-0.0020127709,0.4497606,-0.5873523,-0.048599355,0.027708909,-0.027808135,0.59238285,1,2
588,-0.32850116,0.7992918,0.091187716,-0.80551785,-0.24334998,-0.013264149,0.012506047,-0.08723675,0.7310829,0,0
589,0.5014049,0.5386752,0.07843645,-0.47407296,0.5234147,0.028765265,-0.042094097,-0.057368502,0.565878,1,0
590,-0.39555764,0.8063219,0.10129189,-0.8189302,-0.33081746,-0.0028826876,0.03540156,-0.09436843,0.7975424,0,1
591,0.5105207,0.6119075,0.06242669,-0.5715466,0.528362,0.031567782,-0.02531865,-0.059881054,0.6543473,1,1
592,-0.57042545,-0.48006326,0.013624922,0.479471,-0.6509053,-0.06807274,0.046849765,-0.042572185,0.70526433,0,2
593,-0.3482795,-0.6461987,0.00310691,0.6400611,-0.5014593,-0.067826085,0.059680812,-0.036731143,0.7010933,1,2
594,-0.49556786,0.7220593,0.095381156,-0.7299214,-0.44622552,-0.011492573,0.03540123,-0.08533527,0.7583092,0,0
595,0.5661989,0.31696045,-0.017585974,-0.44442195,0.60121197,0.06235544,0.0331404,-0.033472497,0.5469358,1,0
596,-0.5248872,0.7480754,0.10332186,-0.74987614,-0.48201588,-0.015398488,0.039098337,-0.09435197,0.8237736,0,1
597,0.6360797,0.38965836,-0.02688216,-0.46623713,0.656806,0.06812249,0.05204511,-0.036622774,0.65197396,1,1
598,-0.5999582,-0.23902531,0.016562717,0.22416008,-0.66653925,-0.048283,0.035839755,-0.035591725,0.5930052,0,2
599,-0.4130885,-0.45272127,-0.015365296,0.44297922,-0.58745164,-0.05431144,0.022313656,-0.04990221,0.58901674,1,2
